shop_id,model_id,available_units
SHOP3001,MOD2127,
SHOP3026,MOD2031,
SHOP3011,MOD2154,17.0
SHOP3086,MOD2008,
SHOP3080,MOD2196,
SHOP3035,MOD2071,18.0
SHOP3011,MOD2060,
SHOP3015,MOD2037,
SHOP3076,MOD2044,
SHOP3088,MOD2082,11.0
SHOP3055,MOD2102,34.0
SHOP3048,MOD2133,25.0
SHOP3068,MOD2050,
SHOP3074,MOD2072,
SHOP3095,MOD2192,24.0
SHOP3095,MOD2192,22.0
SHOP3009,MOD2052,1.0
SHOP3009,MOD2052,20.0
SHOP3012,MOD2002,
SHOP3013,MOD2053,15.0
SHOP3060,MOD2006,20.0
SHOP3002,MOD2148,21.0
SHOP3002,MOD2148,14.0
SHOP3098,MOD2124,
SHOP3013,MOD2089,9.0
SHOP3013,MOD2089,24.0
SHOP3013,MOD2089,16.0
SHOP3037,MOD2065,
SHOP3063,MOD2160,
SHOP3084,MOD2072,
SHOP3017,MOD2128,
SHOP3037,MOD2104,
SHOP3018,MOD2167,36.0
SHOP3097,MOD2054,30.0
SHOP3094,MOD2160,
SHOP3081,MOD2178,16.0
SHOP3043,MOD2104,
SHOP3006,MOD2054,
SHOP3010,MOD2034,
SHOP3016,MOD2061,
SHOP3099,MOD2046,
SHOP3096,MOD2101,21.0
SHOP3017,MOD2082,
SHOP3005,MOD2118,25.0
SHOP3005,MOD2118,6.0
SHOP3007,MOD2166,
SHOP3019,MOD2069,
SHOP3055,MOD2060,40.0
SHOP3094,MOD2071,
SHOP3050,MOD2085,33.0
SHOP3085,MOD2116,
SHOP3063,MOD2109,
SHOP3043,MOD2101,
SHOP3044,MOD2196,
SHOP3049,MOD2130,13.0
SHOP3049,MOD2130,22.0
SHOP3092,MOD2189,
SHOP3098,MOD2177,
SHOP3065,MOD2058,22.0
SHOP3098,MOD2125,
SHOP3078,MOD2136,
SHOP3092,MOD2005,
SHOP3057,MOD2007,
SHOP3033,MOD2137,
SHOP3081,MOD2053,
SHOP3052,MOD2017,
SHOP3005,MOD2116,
SHOP3021,MOD2037,27.0
SHOP3079,MOD2095,
SHOP3037,MOD2061,
SHOP3061,MOD2119,23.0
SHOP3061,MOD2119,13.0
SHOP3089,MOD2072,
SHOP3083,MOD2108,
SHOP3090,MOD2018,20.0
SHOP3032,MOD2001,
SHOP3088,MOD2156,11.0
SHOP3042,MOD2055,
SHOP3092,MOD2187,25.0
SHOP3075,MOD2150,16.0
SHOP3045,MOD2196,25.0
SHOP3006,MOD2022,
SHOP3056,MOD2048,38.0
SHOP3062,MOD2132,
SHOP3005,MOD2093,
SHOP3072,MOD2044,
SHOP3078,MOD2112,10.0
SHOP3078,MOD2112,22.0
SHOP3065,MOD2199,
SHOP3082,MOD2164,39.0
SHOP3082,MOD2164,14.0
SHOP3084,MOD2068,9.0
SHOP3034,MOD2043,19.0
SHOP3021,MOD2171,
SHOP3016,MOD2195,
SHOP3010,MOD2100,
SHOP3053,MOD2072,
SHOP3011,MOD2116,
SHOP3087,MOD2112,
SHOP3058,MOD2197,
SHOP3081,MOD2038,
SHOP3078,MOD2183,
SHOP3049,MOD2074,16.0
SHOP3066,MOD2112,44.0
SHOP3035,MOD2024,
SHOP3014,MOD2186,
SHOP3007,MOD2107,13.0
SHOP3072,MOD2046,8.0
SHOP3069,MOD2047,20.0
SHOP3072,MOD2157,15.0
SHOP3031,MOD2081,
SHOP3050,MOD2173,9.0
SHOP3026,MOD2146,6.0
SHOP3042,MOD2013,28.0
SHOP3063,MOD2012,17.0
SHOP3011,MOD2176,33.0
SHOP3090,MOD2168,5.0
SHOP3033,MOD2186,25.0
SHOP3038,MOD2194,20.0
SHOP3038,MOD2013,
SHOP3063,MOD2185,19.0
SHOP3076,MOD2024,
SHOP3014,MOD2173,15.0
SHOP3073,MOD2121,
SHOP3049,MOD2097,
SHOP3066,MOD2051,
SHOP3012,MOD2028,14.0
SHOP3004,MOD2045,
SHOP3016,MOD2071,
SHOP3032,MOD2126,
SHOP3033,MOD2091,
SHOP3029,MOD2117,
SHOP3046,MOD2126,19.0
SHOP3015,MOD2188,22.0
SHOP3085,MOD2034,12.0
SHOP3085,MOD2034,16.0
SHOP3053,MOD2058,
SHOP3018,MOD2185,
SHOP3066,MOD2117,
SHOP3055,MOD2184,
SHOP3020,MOD2023,
SHOP3046,MOD2113,32.0
SHOP3015,MOD2190,
SHOP3049,MOD2096,19.0
SHOP3053,MOD2159,3.0
SHOP3034,MOD2060,22.0
SHOP3063,MOD2087,
SHOP3037,MOD2163,
SHOP3006,MOD2069,
SHOP3021,MOD2187,
SHOP3083,MOD2031,
SHOP3035,MOD2186,34.0
SHOP3022,MOD2129,
SHOP3071,MOD2025,
SHOP3039,MOD2019,29.0
SHOP3039,MOD2019,22.0
SHOP3063,MOD2025,3.0
SHOP3015,MOD2083,
SHOP3043,MOD2052,29.0
SHOP3054,MOD2177,
SHOP3023,MOD2032,
SHOP3063,MOD2086,8.0
SHOP3012,MOD2165,
SHOP3072,MOD2056,
SHOP3088,MOD2073,
SHOP3059,MOD2104,
SHOP3044,MOD2020,
SHOP3088,MOD2142,19.0
SHOP3008,MOD2014,
SHOP3043,MOD2037,19.0
SHOP3030,MOD2056,
SHOP3073,MOD2081,23.0
SHOP3072,MOD2126,3.0
SHOP3053,MOD2054,
SHOP3049,MOD2137,
SHOP3041,MOD2077,20.0
SHOP3062,MOD2178,
SHOP3068,MOD2136,
SHOP3009,MOD2029,
SHOP3049,MOD2185,
SHOP3012,MOD2094,
SHOP3080,MOD2124,
SHOP3006,MOD2039,
SHOP3078,MOD2165,25.0
SHOP3053,MOD2111,
SHOP3019,MOD2144,
SHOP3050,MOD2017,
SHOP3086,MOD2054,
SHOP3065,MOD2005,23.0
SHOP3065,MOD2005,18.0
SHOP3065,MOD2005,21.0
SHOP3076,MOD2076,
SHOP3037,MOD2002,29.0
SHOP3084,MOD2150,
SHOP3048,MOD2149,
SHOP3073,MOD2002,
SHOP3068,MOD2109,21.0
SHOP3068,MOD2109,24.0
SHOP3008,MOD2060,
SHOP3013,MOD2044,
SHOP3092,MOD2045,
SHOP3040,MOD2197,
SHOP3070,MOD2166,32.0
SHOP3098,MOD2053,
SHOP3046,MOD2107,
SHOP3046,MOD2168,
SHOP3052,MOD2126,
SHOP3009,MOD2071,
SHOP3055,MOD2069,
SHOP3009,MOD2039,
SHOP3082,MOD2188,
SHOP3064,MOD2054,
SHOP3023,MOD2092,
SHOP3063,MOD2168,
SHOP3049,MOD2103,
SHOP3024,MOD2137,
SHOP3000,MOD2170,
SHOP3080,MOD2033,21.0
SHOP3080,MOD2033,20.0
SHOP3018,MOD2145,
SHOP3088,MOD2140,
SHOP3001,MOD2085,22.0
SHOP3083,MOD2073,
SHOP3029,MOD2078,
SHOP3006,MOD2037,
SHOP3067,MOD2000,
SHOP3091,MOD2165,
SHOP3010,MOD2032,
SHOP3048,MOD2128,19.0
SHOP3079,MOD2126,
SHOP3078,MOD2077,13.0
SHOP3074,MOD2047,
SHOP3028,MOD2158,
SHOP3029,MOD2110,21.0
SHOP3029,MOD2110,0.0
SHOP3026,MOD2158,
SHOP3098,MOD2156,28.0
SHOP3048,MOD2089,20.0
SHOP3006,MOD2193,
SHOP3054,MOD2152,
SHOP3048,MOD2082,
SHOP3062,MOD2134,
SHOP3074,MOD2055,28.0
SHOP3072,MOD2130,
SHOP3021,MOD2137,
SHOP3016,MOD2182,
SHOP3035,MOD2195,
SHOP3028,MOD2132,
SHOP3082,MOD2176,
SHOP3099,MOD2077,
SHOP3027,MOD2097,
SHOP3020,MOD2196,
SHOP3050,MOD2019,
SHOP3033,MOD2101,22.0
SHOP3012,MOD2053,
SHOP3012,MOD2175,
SHOP3026,MOD2196,37.0
SHOP3034,MOD2016,33.0
SHOP3054,MOD2029,15.0
SHOP3047,MOD2034,
SHOP3081,MOD2023,
SHOP3032,MOD2099,17.0
SHOP3007,MOD2127,
SHOP3071,MOD2165,
SHOP3062,MOD2120,
SHOP3058,MOD2091,12.0
SHOP3089,MOD2020,
SHOP3046,MOD2006,21.0
SHOP3025,MOD2163,
SHOP3045,MOD2023,10.0
SHOP3083,MOD2128,
SHOP3094,MOD2139,
SHOP3039,MOD2088,9.0
SHOP3057,MOD2076,13.0
SHOP3045,MOD2013,
SHOP3054,MOD2074,
SHOP3028,MOD2042,
SHOP3052,MOD2155,
SHOP3017,MOD2098,
SHOP3054,MOD2113,
SHOP3070,MOD2111,37.0
SHOP3058,MOD2107,
SHOP3000,MOD2149,
SHOP3060,MOD2108,
SHOP3054,MOD2134,
SHOP3092,MOD2138,
SHOP3053,MOD2082,10.0
SHOP3031,MOD2031,
SHOP3034,MOD2088,
SHOP3001,MOD2154,
SHOP3094,MOD2084,
SHOP3064,MOD2025,
SHOP3070,MOD2160,16.0
SHOP3070,MOD2160,24.0
SHOP3060,MOD2180,25.0
SHOP3009,MOD2157,
SHOP3075,MOD2028,9.0
SHOP3095,MOD2050,
SHOP3059,MOD2007,
SHOP3074,MOD2168,14.0
SHOP3027,MOD2142,
SHOP3078,MOD2175,
SHOP3051,MOD2199,
SHOP3027,MOD2066,
SHOP3059,MOD2125,
SHOP3031,MOD2190,13.0
SHOP3082,MOD2021,1.0
SHOP3001,MOD2186,
SHOP3010,MOD2058,
SHOP3081,MOD2166,
SHOP3059,MOD2112,33.0
SHOP3020,MOD2126,
SHOP3092,MOD2073,40.0
SHOP3074,MOD2113,
SHOP3088,MOD2066,
SHOP3018,MOD2176,
SHOP3088,MOD2068,13.0
SHOP3047,MOD2166,3.0
SHOP3060,MOD2168,
SHOP3074,MOD2185,17.0
SHOP3043,MOD2049,28.0
SHOP3043,MOD2049,19.0
SHOP3032,MOD2058,
SHOP3092,MOD2199,
SHOP3051,MOD2125,
SHOP3008,MOD2098,30.0
SHOP3042,MOD2195,
SHOP3099,MOD2111,13.0
SHOP3099,MOD2111,7.0
SHOP3028,MOD2016,17.0
SHOP3001,MOD2048,
SHOP3065,MOD2001,
SHOP3033,MOD2103,31.0
SHOP3094,MOD2055,
SHOP3055,MOD2160,
SHOP3003,MOD2169,
SHOP3032,MOD2046,
SHOP3088,MOD2138,
SHOP3024,MOD2068,34.0
SHOP3088,MOD2119,17.0
SHOP3055,MOD2100,22.0
SHOP3091,MOD2171,
SHOP3063,MOD2183,
SHOP3062,MOD2180,
SHOP3094,MOD2104,
SHOP3095,MOD2132,
SHOP3005,MOD2088,12.0
SHOP3005,MOD2088,21.0
SHOP3030,MOD2197,26.0
SHOP3057,MOD2034,
SHOP3014,MOD2119,
SHOP3080,MOD2133,
SHOP3015,MOD2157,
SHOP3075,MOD2120,
SHOP3031,MOD2159,
SHOP3048,MOD2055,
SHOP3092,MOD2097,17.0
SHOP3097,MOD2196,12.0
SHOP3034,MOD2109,
SHOP3012,MOD2113,18.0
SHOP3059,MOD2090,
SHOP3059,MOD2075,21.0
SHOP3018,MOD2126,29.0
SHOP3045,MOD2047,
SHOP3020,MOD2178,
SHOP3006,MOD2141,30.0
SHOP3092,MOD2194,23.0
SHOP3072,MOD2032,34.0
SHOP3078,MOD2138,
SHOP3000,MOD2055,19.0
SHOP3010,MOD2166,
SHOP3074,MOD2173,7.0
SHOP3058,MOD2051,
SHOP3075,MOD2073,
SHOP3051,MOD2153,
SHOP3035,MOD2121,
SHOP3020,MOD2102,
SHOP3056,MOD2033,
SHOP3036,MOD2047,
SHOP3094,MOD2170,
SHOP3038,MOD2148,34.0
SHOP3038,MOD2148,39.0
SHOP3016,MOD2181,
SHOP3067,MOD2101,
SHOP3078,MOD2108,24.0
SHOP3010,MOD2014,12.0
SHOP3047,MOD2143,18.0
SHOP3068,MOD2126,
SHOP3037,MOD2114,22.0
SHOP3057,MOD2091,
SHOP3091,MOD2144,
SHOP3046,MOD2022,
SHOP3035,MOD2000,25.0
SHOP3007,MOD2123,41.0
SHOP3007,MOD2123,12.0
SHOP3060,MOD2028,
SHOP3037,MOD2142,22.0
SHOP3037,MOD2142,23.0
SHOP3037,MOD2142,12.0
SHOP3028,MOD2166,25.0
SHOP3025,MOD2138,33.0
SHOP3041,MOD2172,30.0
SHOP3002,MOD2153,
SHOP3017,MOD2149,
SHOP3012,MOD2198,
SHOP3036,MOD2041,
SHOP3025,MOD2091,
SHOP3079,MOD2157,
SHOP3053,MOD2109,
SHOP3031,MOD2168,
SHOP3066,MOD2161,
SHOP3008,MOD2024,24.0
SHOP3023,MOD2095,
SHOP3083,MOD2176,
SHOP3010,MOD2134,
SHOP3089,MOD2149,
SHOP3070,MOD2191,8.0
SHOP3055,MOD2196,
SHOP3088,MOD2144,34.0
SHOP3088,MOD2144,35.0
SHOP3019,MOD2034,
SHOP3086,MOD2072,16.0
SHOP3051,MOD2081,
SHOP3043,MOD2105,22.0
SHOP3093,MOD2146,
SHOP3064,MOD2159,
SHOP3087,MOD2141,
SHOP3081,MOD2000,22.0
SHOP3093,MOD2006,17.0
SHOP3062,MOD2148,
SHOP3068,MOD2150,6.0
SHOP3036,MOD2031,
SHOP3005,MOD2190,
SHOP3026,MOD2113,
SHOP3012,MOD2061,
SHOP3061,MOD2052,
SHOP3022,MOD2141,
SHOP3039,MOD2142,
SHOP3096,MOD2131,
SHOP3045,MOD2152,35.0
SHOP3024,MOD2118,
SHOP3026,MOD2132,
SHOP3053,MOD2103,
SHOP3033,MOD2076,20.0
SHOP3040,MOD2003,20.0
SHOP3058,MOD2114,
SHOP3085,MOD2130,
SHOP3084,MOD2090,20.0
SHOP3084,MOD2090,13.0
SHOP3055,MOD2148,
SHOP3099,MOD2173,
SHOP3031,MOD2019,
SHOP3044,MOD2143,
SHOP3093,MOD2131,
SHOP3034,MOD2092,
SHOP3099,MOD2179,
SHOP3063,MOD2192,
SHOP3099,MOD2007,12.0
SHOP3008,MOD2177,
SHOP3078,MOD2196,
SHOP3061,MOD2108,
SHOP3000,MOD2041,
SHOP3046,MOD2039,
SHOP3042,MOD2004,
SHOP3040,MOD2156,
SHOP3056,MOD2043,
SHOP3065,MOD2064,
SHOP3086,MOD2127,
SHOP3018,MOD2160,
SHOP3096,MOD2092,
SHOP3069,MOD2178,16.0
SHOP3033,MOD2144,
SHOP3039,MOD2044,
SHOP3006,MOD2077,8.0
SHOP3096,MOD2049,
SHOP3077,MOD2052,
SHOP3008,MOD2109,
SHOP3073,MOD2039,15.0
SHOP3098,MOD2031,17.0
SHOP3098,MOD2031,21.0
SHOP3035,MOD2054,
SHOP3024,MOD2151,
SHOP3066,MOD2118,
SHOP3061,MOD2096,
SHOP3059,MOD2093,19.0
SHOP3078,MOD2024,9.0
SHOP3061,MOD2199,
SHOP3079,MOD2009,
SHOP3084,MOD2082,
SHOP3081,MOD2128,21.0
SHOP3056,MOD2091,15.0
SHOP3056,MOD2091,11.0
SHOP3097,MOD2195,23.0
SHOP3022,MOD2033,34.0
SHOP3094,MOD2066,31.0
SHOP3019,MOD2197,
SHOP3093,MOD2000,
SHOP3017,MOD2005,
SHOP3057,MOD2100,29.0
SHOP3091,MOD2040,
SHOP3059,MOD2197,
SHOP3008,MOD2156,
SHOP3010,MOD2019,30.0
SHOP3010,MOD2019,19.0
SHOP3021,MOD2070,41.0
SHOP3091,MOD2157,
SHOP3054,MOD2085,
SHOP3090,MOD2067,
SHOP3086,MOD2193,18.0
SHOP3034,MOD2188,
SHOP3024,MOD2179,
SHOP3080,MOD2198,19.0
SHOP3092,MOD2081,
SHOP3012,MOD2008,
SHOP3034,MOD2178,
SHOP3065,MOD2012,36.0
SHOP3047,MOD2159,
SHOP3086,MOD2040,14.0
SHOP3034,MOD2000,
SHOP3088,MOD2106,20.0
SHOP3005,MOD2186,
SHOP3040,MOD2096,6.0
SHOP3076,MOD2000,
SHOP3064,MOD2173,28.0
SHOP3007,MOD2112,20.0
SHOP3011,MOD2089,20.0
SHOP3034,MOD2002,27.0
SHOP3034,MOD2002,33.0
SHOP3034,MOD2002,11.0
SHOP3015,MOD2155,3.0
SHOP3050,MOD2144,
SHOP3055,MOD2115,
SHOP3048,MOD2131,
SHOP3081,MOD2037,32.0
SHOP3076,MOD2002,12.0
SHOP3057,MOD2130,
SHOP3043,MOD2086,
SHOP3007,MOD2160,
SHOP3098,MOD2097,17.0
SHOP3006,MOD2177,34.0
SHOP3025,MOD2080,24.0
SHOP3086,MOD2057,5.0
SHOP3087,MOD2099,
SHOP3076,MOD2035,17.0
SHOP3088,MOD2030,
SHOP3025,MOD2194,
SHOP3080,MOD2062,22.0
SHOP3080,MOD2062,32.0
SHOP3034,MOD2056,
SHOP3036,MOD2093,
SHOP3064,MOD2149,
SHOP3080,MOD2076,
SHOP3099,MOD2123,
SHOP3031,MOD2141,
SHOP3040,MOD2098,
SHOP3005,MOD2138,
SHOP3074,MOD2084,18.0
SHOP3094,MOD2006,26.0
SHOP3093,MOD2088,16.0
SHOP3093,MOD2088,21.0
SHOP3093,MOD2088,26.0
SHOP3018,MOD2059,
SHOP3029,MOD2132,0.0
SHOP3059,MOD2005,
SHOP3098,MOD2066,
SHOP3050,MOD2003,
SHOP3090,MOD2108,
SHOP3072,MOD2196,6.0
SHOP3005,MOD2174,
SHOP3027,MOD2027,21.0
SHOP3051,MOD2011,
SHOP3042,MOD2064,
SHOP3019,MOD2118,
SHOP3020,MOD2086,11.0
SHOP3002,MOD2185,
SHOP3076,MOD2167,22.0
SHOP3087,MOD2107,20.0
SHOP3044,MOD2176,
SHOP3003,MOD2089,
SHOP3037,MOD2102,17.0
SHOP3080,MOD2134,
SHOP3057,MOD2023,30.0
SHOP3063,MOD2069,
SHOP3006,MOD2195,
SHOP3022,MOD2114,23.0
SHOP3029,MOD2142,
SHOP3096,MOD2014,
SHOP3041,MOD2107,
SHOP3008,MOD2072,17.0
SHOP3066,MOD2179,
SHOP3080,MOD2069,
SHOP3081,MOD2150,
SHOP3004,MOD2117,
SHOP3035,MOD2082,
SHOP3007,MOD2019,12.0
SHOP3088,MOD2072,15.0
SHOP3079,MOD2038,28.0
SHOP3059,MOD2198,
SHOP3027,MOD2023,21.0
SHOP3008,MOD2020,
SHOP3073,MOD2025,
SHOP3083,MOD2155,19.0
SHOP3066,MOD2137,
SHOP3058,MOD2025,
SHOP3068,MOD2102,
SHOP3043,MOD2146,
SHOP3006,MOD2038,
SHOP3058,MOD2062,22.0
SHOP3094,MOD2119,30.0
SHOP3094,MOD2038,
SHOP3086,MOD2145,
SHOP3014,MOD2015,
SHOP3069,MOD2037,
SHOP3003,MOD2024,
SHOP3095,MOD2014,
SHOP3049,MOD2091,
SHOP3066,MOD2080,
SHOP3013,MOD2135,23.0
SHOP3036,MOD2131,21.0
SHOP3005,MOD2131,
SHOP3094,MOD2033,19.0
SHOP3077,MOD2179,22.0
SHOP3096,MOD2184,20.0
SHOP3098,MOD2136,
SHOP3087,MOD2129,
SHOP3077,MOD2076,
SHOP3096,MOD2003,11.0
SHOP3037,MOD2198,18.0
SHOP3031,MOD2146,
SHOP3080,MOD2189,
SHOP3031,MOD2025,
SHOP3063,MOD2147,
SHOP3075,MOD2061,27.0
SHOP3075,MOD2061,13.0
SHOP3033,MOD2121,
SHOP3071,MOD2038,
SHOP3018,MOD2097,
SHOP3014,MOD2033,
SHOP3090,MOD2072,17.0
SHOP3090,MOD2072,24.0
SHOP3017,MOD2137,
SHOP3049,MOD2160,
SHOP3052,MOD2145,19.0
SHOP3033,MOD2054,
SHOP3071,MOD2136,
SHOP3079,MOD2070,
SHOP3001,MOD2066,
SHOP3057,MOD2193,
SHOP3033,MOD2026,21.0
SHOP3076,MOD2145,
SHOP3026,MOD2199,24.0
SHOP3037,MOD2151,
SHOP3043,MOD2043,
SHOP3034,MOD2130,
SHOP3012,MOD2148,
SHOP3002,MOD2188,
SHOP3019,MOD2071,26.0
SHOP3026,MOD2190,17.0
SHOP3036,MOD2191,
SHOP3045,MOD2181,
SHOP3083,MOD2052,
SHOP3003,MOD2007,16.0
SHOP3003,MOD2007,25.0
SHOP3096,MOD2079,
SHOP3011,MOD2156,
SHOP3012,MOD2077,
SHOP3010,MOD2063,18.0
SHOP3088,MOD2149,8.0
SHOP3050,MOD2155,
SHOP3092,MOD2126,
SHOP3099,MOD2195,
SHOP3023,MOD2120,22.0
SHOP3038,MOD2044,
SHOP3076,MOD2028,15.0
SHOP3017,MOD2175,
SHOP3016,MOD2142,
SHOP3096,MOD2158,
SHOP3016,MOD2162,
SHOP3071,MOD2138,23.0
SHOP3071,MOD2138,26.0
SHOP3086,MOD2074,
SHOP3096,MOD2012,33.0
SHOP3095,MOD2173,
SHOP3041,MOD2095,
SHOP3027,MOD2113,
SHOP3051,MOD2049,
SHOP3009,MOD2149,
SHOP3070,MOD2015,
SHOP3091,MOD2036,
SHOP3080,MOD2032,22.0
SHOP3080,MOD2032,16.0
SHOP3053,MOD2068,11.0
SHOP3064,MOD2141,
SHOP3067,MOD2038,22.0
SHOP3067,MOD2038,27.0
SHOP3042,MOD2019,
SHOP3005,MOD2171,28.0
SHOP3055,MOD2133,
SHOP3063,MOD2057,
SHOP3031,MOD2011,
SHOP3083,MOD2114,
SHOP3041,MOD2141,11.0
SHOP3048,MOD2166,
SHOP3042,MOD2048,11.0
SHOP3095,MOD2199,33.0
SHOP3095,MOD2199,1.0
SHOP3006,MOD2051,
SHOP3090,MOD2073,
SHOP3059,MOD2053,
SHOP3058,MOD2163,1.0
SHOP3094,MOD2094,
SHOP3011,MOD2187,
SHOP3035,MOD2029,22.0
SHOP3035,MOD2147,28.0
SHOP3075,MOD2157,
SHOP3036,MOD2011,
SHOP3079,MOD2056,18.0
SHOP3075,MOD2068,
SHOP3028,MOD2145,
SHOP3043,MOD2115,
SHOP3056,MOD2197,
SHOP3014,MOD2126,
SHOP3080,MOD2182,
SHOP3040,MOD2007,
SHOP3073,MOD2165,
SHOP3008,MOD2111,
SHOP3081,MOD2144,
SHOP3088,MOD2137,
SHOP3048,MOD2101,
SHOP3053,MOD2190,24.0
SHOP3051,MOD2190,
SHOP3090,MOD2165,
SHOP3071,MOD2060,
SHOP3038,MOD2057,
SHOP3028,MOD2153,18.0
SHOP3028,MOD2153,8.0
SHOP3065,MOD2052,
SHOP3022,MOD2074,3.0
SHOP3039,MOD2176,
SHOP3064,MOD2153,
SHOP3063,MOD2009,
SHOP3021,MOD2186,
SHOP3060,MOD2115,
SHOP3092,MOD2079,
SHOP3011,MOD2150,29.0
SHOP3052,MOD2190,
SHOP3058,MOD2160,21.0
SHOP3070,MOD2164,
SHOP3008,MOD2069,
SHOP3045,MOD2172,
SHOP3048,MOD2071,
SHOP3021,MOD2002,
SHOP3077,MOD2129,43.0
SHOP3030,MOD2196,
SHOP3015,MOD2054,
SHOP3072,MOD2135,
SHOP3074,MOD2121,31.0
SHOP3080,MOD2125,
SHOP3076,MOD2158,
SHOP3014,MOD2153,22.0
SHOP3031,MOD2157,
SHOP3037,MOD2159,
SHOP3051,MOD2003,
SHOP3000,MOD2117,19.0
SHOP3008,MOD2119,28.0
SHOP3042,MOD2040,
SHOP3041,MOD2149,
SHOP3026,MOD2049,33.0
SHOP3033,MOD2017,
SHOP3046,MOD2007,
SHOP3057,MOD2010,38.0
SHOP3028,MOD2120,
SHOP3033,MOD2169,
SHOP3071,MOD2140,
SHOP3019,MOD2092,
SHOP3016,MOD2188,
SHOP3086,MOD2042,
SHOP3041,MOD2197,19.0
SHOP3083,MOD2042,
SHOP3090,MOD2047,9.0
SHOP3044,MOD2114,
SHOP3065,MOD2095,39.0
SHOP3003,MOD2190,
SHOP3005,MOD2082,25.0
SHOP3011,MOD2161,43.0
SHOP3011,MOD2103,
SHOP3013,MOD2033,
SHOP3014,MOD2104,
SHOP3062,MOD2114,
SHOP3030,MOD2096,
SHOP3079,MOD2121,
SHOP3060,MOD2085,
SHOP3033,MOD2165,
SHOP3095,MOD2122,
SHOP3054,MOD2056,
SHOP3047,MOD2121,19.0
SHOP3029,MOD2056,22.0
SHOP3089,MOD2009,
SHOP3009,MOD2035,
SHOP3005,MOD2023,23.0
SHOP3055,MOD2140,8.0
SHOP3096,MOD2086,19.0
SHOP3043,MOD2098,13.0
SHOP3043,MOD2098,20.0
SHOP3066,MOD2123,
SHOP3041,MOD2072,
SHOP3092,MOD2147,
SHOP3087,MOD2070,
SHOP3039,MOD2188,
SHOP3015,MOD2179,10.0
SHOP3033,MOD2044,30.0
SHOP3006,MOD2145,
SHOP3003,MOD2047,
SHOP3058,MOD2077,0.0
SHOP3058,MOD2077,28.0
SHOP3021,MOD2068,
SHOP3061,MOD2003,
SHOP3093,MOD2107,
SHOP3033,MOD2032,28.0
SHOP3018,MOD2194,25.0
SHOP3007,MOD2129,10.0
SHOP3012,MOD2108,27.0
SHOP3053,MOD2117,0.0
SHOP3068,MOD2149,
SHOP3031,MOD2080,
SHOP3018,MOD2116,
SHOP3021,MOD2121,22.0
SHOP3055,MOD2183,
SHOP3035,MOD2148,16.0
SHOP3090,MOD2118,
SHOP3093,MOD2056,
SHOP3073,MOD2010,30.0
SHOP3095,MOD2179,
SHOP3014,MOD2158,
SHOP3041,MOD2091,
SHOP3071,MOD2167,
SHOP3004,MOD2149,11.0
SHOP3008,MOD2061,21.0
SHOP3096,MOD2194,
SHOP3013,MOD2141,
SHOP3086,MOD2043,25.0
SHOP3009,MOD2161,
SHOP3001,MOD2069,
SHOP3094,MOD2081,
SHOP3064,MOD2084,
SHOP3087,MOD2073,27.0
SHOP3093,MOD2042,
SHOP3096,MOD2007,32.0
SHOP3096,MOD2007,12.0
SHOP3096,MOD2007,1.0
SHOP3010,MOD2137,
SHOP3072,MOD2073,
SHOP3075,MOD2014,
SHOP3003,MOD2043,
SHOP3034,MOD2039,27.0
SHOP3082,MOD2087,6.0
SHOP3062,MOD2010,
SHOP3058,MOD2193,
SHOP3023,MOD2105,
SHOP3023,MOD2184,
SHOP3051,MOD2051,
SHOP3060,MOD2033,
SHOP3002,MOD2141,
SHOP3043,MOD2148,
SHOP3058,MOD2199,
SHOP3049,MOD2123,
SHOP3079,MOD2076,
SHOP3071,MOD2059,2.0
SHOP3026,MOD2035,9.0
SHOP3074,MOD2044,
SHOP3017,MOD2075,
SHOP3046,MOD2096,
SHOP3070,MOD2081,15.0
SHOP3043,MOD2109,11.0
SHOP3043,MOD2109,17.0
SHOP3037,MOD2082,
SHOP3010,MOD2068,
SHOP3074,MOD2170,
SHOP3096,MOD2091,38.0
SHOP3096,MOD2091,18.0
SHOP3019,MOD2153,26.0
SHOP3026,MOD2096,26.0
SHOP3081,MOD2060,27.0
SHOP3065,MOD2041,
SHOP3027,MOD2043,11.0
SHOP3043,MOD2068,25.0
SHOP3033,MOD2183,3.0
SHOP3048,MOD2162,
SHOP3039,MOD2170,
SHOP3064,MOD2136,
SHOP3019,MOD2116,
SHOP3023,MOD2169,
SHOP3098,MOD2178,23.0
SHOP3082,MOD2081,
SHOP3071,MOD2010,19.0
SHOP3044,MOD2170,18.0
SHOP3007,MOD2076,
SHOP3053,MOD2080,
SHOP3013,MOD2000,22.0
SHOP3063,MOD2015,
SHOP3074,MOD2127,
SHOP3073,MOD2108,
SHOP3076,MOD2181,
SHOP3024,MOD2112,
SHOP3097,MOD2058,
SHOP3034,MOD2163,25.0
SHOP3034,MOD2163,3.0
SHOP3049,MOD2072,
SHOP3026,MOD2115,19.0
SHOP3059,MOD2095,
SHOP3038,MOD2091,
SHOP3058,MOD2008,
SHOP3096,MOD2060,
SHOP3025,MOD2029,
SHOP3069,MOD2051,
SHOP3024,MOD2149,
SHOP3029,MOD2081,
SHOP3052,MOD2053,12.0
SHOP3073,MOD2180,18.0
SHOP3083,MOD2090,
SHOP3087,MOD2023,26.0
SHOP3022,MOD2139,
SHOP3010,MOD2035,
SHOP3000,MOD2036,23.0
SHOP3000,MOD2036,33.0
