final_price,revenue,discount,brand,ram_gb,storage_gb,rating,city
22420.86,22420.86,10.09,vivo,4,64,4.9,Mumbai
25121.25,25121.25,8.65,vivo,4,256,3.3,Suratt
18744.67,18744.67,27.73,Motorola,12,128,3.1,Delhi
8715.65,8715.65,18.72,Samsung,6,256,5.0,Hydrabad
49452.92,98905.84,21.9,OPPO,12,128,4.4,Mumbai
34557.67,69115.34,25.58,Apple,8,64,4.2,Delhi
56967.97,113935.94,0.51,realme,12,256,3.3,Chennai
9390.51,9390.51,28.24,Xiaomi,8,64,3.3,Hydrabad
21149.85,21149.85,22.1,Samsung,12,512,3.1,Chennai
14646.33,14646.33,28.25,realme,8,128,3.5,Kolkatta
26845.92,26845.92,10.43,OPPO,8,256,4.2,Jaipur
35046.97,35046.97,13.22,vivo,4,64,3.1,Mumbai
22575.84,22575.84,16.86,Samsung,6,512,3.5,Ahmedbad
39636.77,79273.54,21.62,OPPO,6,64,4.3,Delhi
27144.05,27144.05,13.62,realme,12,256,3.2,Bangalore
29434.82,29434.82,10.89,Xiaomi,4,128,4.0,Hydrabad
37981.53,75963.06,7.61,OPPO,4,128,3.6,Hydrabad
18746.07,18746.07,15.18,Apple,4,512,4.6,Hydrabad
19848.89,19848.89,29.03,OnePlus,12,128,5.0,Bangalore
27683.29,27683.29,4.22,OPPO,12,512,3.1,Ahmedbad
17320.4,17320.4,16.5,Motorola,6,128,4.1,Mumbai
37743.2,37743.2,2.07,Apple,6,512,3.5,Chennai
25330.44,25330.44,26.29,realme,12,256,4.0,Kolkatta
22096.78,22096.78,26.29,realme,6,128,4.9,Hydrabad
33922.58,33922.58,21.74,Motorola,6,64,3.3,Ahmedbad
20345.51,20345.51,23.21,Samsung,6,512,4.6,Hydrabad
16129.76,16129.76,22.24,Motorola,6,128,4.2,Chennai
18153.91,18153.91,27.76,vivo,4,512,4.1,Hydrabad
51040.16,102080.32,10.33,realme,8,128,4.8,Mumbai
35929.88,35929.88,9.19,OPPO,12,512,4.8,Kolkatta
20465.36,20465.36,14.04,realme,6,128,3.6,Ahmedbad
21440.43,21440.43,1.0,Samsung,4,512,3.5,Suratt
19797.12,19797.12,4.56,Motorola,6,128,3.9,Mumbai
26238.04,26238.04,14.47,Xiaomi,12,512,3.4,Jaipur
14436.16,14436.16,13.68,realme,4,256,3.1,Chennai
26882.85,26882.85,2.95,OnePlus,12,128,4.8,Pune
35971.59,35971.59,7.44,Motorola,4,128,3.3,Chennai
26018.61,26018.61,6.07,OnePlus,12,128,4.8,Delhi
26671.68,53343.36,20.62,Samsung,12,128,4.7,Jaipur
49985.54,99971.08,11.73,OnePlus,6,512,4.2,Ahmedbad
10649.6,10649.6,13.88,OPPO,4,512,3.6,Hydrabad
20192.33,20192.33,4.27,Apple,6,128,3.5,Hydrabad
44564.95,89129.9,14.09,Motorola,12,128,3.8,Chennai
10073.28,10073.28,12.33,realme,12,512,4.1,Bangalore
11400.82,11400.82,12.51,OPPO,4,64,3.6,Jaipur
38288.02,38288.02,3.23,OPPO,12,512,4.2,Bangalore
29979.44,59958.88,10.37,realme,4,256,4.3,Chennai
23355.15,23355.15,13.79,Xiaomi,8,64,3.3,Jaipur
30016.98,60033.96,24.92,vivo,6,256,3.5,Chennai
15476.55,15476.55,28.85,Motorola,8,128,4.2,Delhi
34910.68,34910.68,13.33,Apple,12,64,5.0,Bangalore
25644.49,25644.49,29.49,realme,4,256,3.4,Ahmedbad
27722.43,27722.43,3.17,realme,12,256,3.9,Jaipur
23214.33,23214.33,15.27,OnePlus,4,128,3.5,Jaipur
28598.34,28598.34,19.76,Xiaomi,4,64,4.2,Kolkatta
32813.36,65626.72,29.88,realme,6,512,3.5,Kolkatta
26724.27,26724.27,15.89,OnePlus,12,512,3.8,Bangalore
26967.77,26967.77,14.14,OPPO,8,64,3.1,Ahmedbad
23157.75,23157.75,15.79,vivo,4,256,4.1,Ahmedbad
16416.28,16416.28,1.84,realme,4,256,4.2,Jaipur
11249.37,11249.37,14.99,Xiaomi,6,256,3.5,Delhi
5932.4,5932.4,22.3,vivo,8,64,4.4,Suratt
17623.18,17623.18,11.84,vivo,6,256,4.3,Bangalore
27576.64,27576.64,13.18,Xiaomi,4,512,3.2,Pune
32220.28,32220.28,16.4,Apple,6,512,3.3,Pune
41753.21,83506.42,5.54,Apple,4,512,4.8,Mumbai
16842.14,16842.14,21.28,Xiaomi,4,256,3.7,Suratt
44675.53,89351.06,9.1,Samsung,8,128,3.5,Kolkatta
57737.33,115474.66,29.24,realme,8,512,4.2,Jaipur
20564.61,20564.61,26.17,OnePlus,6,128,3.9,Jaipur
27026.29,54052.58,9.49,Samsung,8,64,3.1,Kolkatta
13266.66,13266.66,15.97,OPPO,12,64,3.6,Kolkatta
25271.21,25271.21,29.81,OnePlus,6,128,4.8,Ahmedbad
41525.55,83051.1,21.57,OnePlus,8,256,3.3,Suratt
18546.72,18546.72,28.38,OPPO,6,256,4.7,Delhi
34047.25,34047.25,0.26,Motorola,12,64,4.8,Pune
16698.54,16698.54,20.03,Samsung,12,256,3.1,Mumbai
12927.32,12927.32,2.31,Xiaomi,6,256,4.3,Suratt
21691.44,21691.44,9.57,Apple,8,512,4.2,Hydrabad
11635.41,11635.41,19.96,OnePlus,12,512,4.1,Bangalore
28225.48,28225.48,13.04,Samsung,12,256,3.6,Kolkatta
45251.74,90503.48,2.34,Xiaomi,4,64,3.6,Chennai
32509.6,32509.6,2.05,vivo,8,64,4.2,Jaipur
25570.27,25570.27,5.69,Xiaomi,6,128,3.5,Chennai
40999.19,81998.38,13.86,Xiaomi,12,64,4.4,Chennai
42006.25,42006.25,4.39,Motorola,6,128,4.3,Suratt
33147.3,66294.6,15.02,Samsung,6,512,3.6,Chennai
17240.83,17240.83,27.26,Motorola,8,64,4.8,Hydrabad
18156.12,18156.12,14.8,Motorola,12,256,3.9,Jaipur
13205.21,13205.21,0.21,Xiaomi,6,256,4.8,Pune
28109.04,28109.04,13.34,realme,8,128,3.5,Jaipur
41407.11,41407.11,9.55,realme,4,256,4.7,Suratt
50853.0,101706.0,7.54,vivo,4,256,3.3,Bangalore
31599.91,31599.91,9.18,Apple,8,128,3.5,Ahmedbad
11920.04,11920.04,8.91,Xiaomi,8,64,4.0,Ahmedbad
22922.31,22922.31,29.18,vivo,12,64,5.0,Ahmedbad
45227.36,45227.36,16.07,OnePlus,12,512,3.1,Hydrabad
16829.74,16829.74,3.56,realme,12,64,3.8,Chennai
8969.12,8969.12,7.2,OPPO,4,512,3.2,Chennai
23219.71,23219.71,2.43,Xiaomi,12,64,3.5,Ahmedbad
22418.23,22418.23,8.78,Apple,4,512,3.9,Jaipur
16897.31,16897.31,9.32,Samsung,4,512,4.1,Jaipur
66062.68,132125.36,1.16,OPPO,6,64,4.4,Suratt
13789.04,13789.04,26.25,realme,6,128,4.0,Delhi
25922.2,25922.2,4.07,Apple,12,128,3.7,Suratt
21493.83,21493.83,13.61,OnePlus,8,64,4.6,Ahmedbad
12292.95,12292.95,27.68,OPPO,4,512,4.0,Delhi
17349.94,17349.94,27.26,Apple,12,128,4.7,Kolkatta
20506.49,20506.49,14.51,Apple,8,512,4.5,Delhi
35735.43,71470.86,25.94,OnePlus,6,128,3.6,Hydrabad
26611.55,26611.55,20.37,OPPO,6,64,4.9,Jaipur
16931.83,16931.83,28.81,Samsung,12,64,4.2,Pune
42287.62,84575.24,24.4,OnePlus,12,128,4.5,Bangalore
45007.93,90015.86,20.52,OnePlus,6,512,3.3,Ahmedbad
42849.2,85698.4,19.07,OnePlus,8,256,3.3,Bangalore
34630.06,34630.06,11.95,Motorola,4,256,4.0,Hydrabad
36924.26,36924.26,14.76,OnePlus,12,512,3.5,Chennai
15676.32,15676.32,25.68,Apple,6,128,3.3,Suratt
15105.38,30210.76,17.61,Motorola,12,256,3.3,Chennai
39950.1,39950.1,9.07,Motorola,6,128,3.1,Suratt
39360.57,78721.14,17.49,Apple,12,128,4.8,Chennai
18975.82,18975.82,19.94,Motorola,8,64,3.8,Pune
52796.18,105592.36,18.67,Samsung,12,256,3.2,Bangalore
23770.7,23770.7,4.94,OPPO,12,256,3.3,Mumbai
18747.84,18747.84,29.2,realme,6,512,3.3,Bangalore
21000.19,21000.19,0.44,Apple,6,128,3.8,Mumbai
24449.05,24449.05,15.41,OPPO,12,512,3.3,Suratt
18553.47,18553.47,29.1,vivo,6,512,3.9,Ahmedbad
6577.55,6577.55,13.85,vivo,8,64,4.9,Mumbai
19587.68,19587.68,9.95,Motorola,8,128,4.9,Jaipur
18747.67,18747.67,21.4,Apple,12,128,5.0,Kolkatta
23490.39,46980.78,19.68,Samsung,4,512,5.0,Delhi
22981.38,22981.38,8.55,vivo,4,512,4.4,Suratt
24447.75,24447.75,26.34,vivo,8,64,4.1,Chennai
22398.25,22398.25,18.15,Motorola,8,64,3.6,Mumbai
36967.24,36967.24,1.51,Xiaomi,8,256,4.0,Kolkatta
17112.81,17112.81,29.9,Apple,4,64,3.3,Kolkatta
13728.96,13728.96,18.28,Samsung,12,128,3.0,Suratt
16564.3,16564.3,8.53,OnePlus,4,512,4.4,Delhi
21436.87,21436.87,21.13,Apple,6,64,3.6,Bangalore
13936.44,13936.44,16.0,realme,8,64,3.6,Suratt
24663.88,24663.88,21.57,vivo,8,128,3.3,Bangalore
49824.88,99649.76,7.8,OnePlus,6,512,4.0,Ahmedbad
14463.27,14463.27,18.7,Motorola,8,128,3.4,Bangalore
52939.31,105878.62,4.97,OnePlus,6,128,3.9,Kolkatta
64404.92,128809.84,0.72,realme,8,128,3.6,Chennai
27778.5,55557.0,13.04,OPPO,8,256,3.3,Hydrabad
19425.81,19425.81,5.36,Samsung,8,512,3.1,Hydrabad
26116.73,26116.73,16.95,vivo,8,128,4.6,Pune
43708.5,87417.0,20.53,vivo,4,256,3.1,Pune
17739.13,17739.13,11.26,vivo,6,256,3.6,Delhi
21017.66,21017.66,28.98,vivo,4,512,4.2,Chennai
25445.98,25445.98,1.46,OnePlus,12,128,3.3,Suratt
53162.87,106325.74,15.37,OPPO,8,64,5.0,Delhi
30113.0,30113.0,26.19,realme,8,512,3.6,Chennai
10639.5,10639.5,28.16,Xiaomi,6,512,3.9,Suratt
21092.14,42184.28,1.65,Samsung,6,256,3.5,Chennai
24636.41,49272.82,5.47,OPPO,4,64,3.1,Mumbai
25236.89,50473.78,29.07,Motorola,8,128,5.0,Pune
14886.55,14886.55,20.38,realme,6,128,4.7,Suratt
59312.2,118624.4,18.46,realme,4,256,3.3,Jaipur
13877.98,13877.98,21.99,Motorola,8,128,4.4,Hydrabad
34651.58,69303.16,17.86,Apple,6,128,3.6,Hydrabad
6204.23,6204.23,18.15,realme,8,64,3.5,Ahmedbad
9910.12,9910.12,13.75,realme,12,512,4.0,Bangalore
19069.78,38139.56,11.08,Samsung,6,256,3.9,Jaipur
17964.56,17964.56,5.36,Samsung,8,64,3.3,Hydrabad
50026.59,100053.18,7.87,Samsung,12,512,3.6,Kolkatta
24089.4,24089.4,1.98,Apple,4,512,3.6,Jaipur
15313.66,15313.66,29.29,Samsung,4,512,4.3,Bangalore
22559.48,22559.48,22.67,Xiaomi,4,128,3.8,Kolkatta
48608.57,97217.14,22.62,OPPO,8,64,3.4,Kolkatta
21236.54,21236.54,27.98,Apple,8,256,3.5,Delhi
40538.82,40538.82,7.73,Motorola,6,128,3.5,Bangalore
17662.91,17662.91,14.07,OPPO,4,128,4.8,Kolkatta
29995.98,29995.98,24.95,OPPO,6,256,3.5,Kolkatta
29986.87,29986.87,10.27,OPPO,6,64,4.4,Suratt
19740.56,19740.56,21.77,realme,6,512,4.7,Kolkatta
16815.49,16815.49,13.78,Samsung,6,512,4.3,Suratt
20753.93,20753.93,9.32,Samsung,12,64,3.7,Bangalore
23014.64,23014.64,14.83,Apple,12,128,4.3,Hydrabad
68185.1,136370.2,3.3,OnePlus,4,512,4.7,Pune
23615.07,23615.07,13.02,Samsung,12,512,3.3,Hydrabad
32217.43,32217.43,17.1,Motorola,4,128,3.5,Hydrabad
17989.73,17989.73,19.14,realme,12,64,4.6,Hydrabad
24042.17,24042.17,18.76,vivo,4,512,3.4,Pune
18330.87,18330.87,10.2,realme,8,128,3.6,Pune
18713.55,18713.55,8.83,Samsung,8,512,4.8,Suratt
13351.93,13351.93,21.45,OPPO,4,512,4.4,Pune
44278.68,88557.36,4.44,Xiaomi,4,64,3.5,Hydrabad
9077.21,9077.21,25.45,OPPO,4,64,4.1,Chennai
24440.43,24440.43,9.98,Samsung,12,512,3.1,Kolkatta
18923.89,18923.89,12.62,Samsung,4,512,4.3,Bangalore
18633.18,18633.18,21.88,Apple,12,128,3.3,Jaipur
50382.59,100765.18,4.43,OnePlus,12,64,3.1,Jaipur
18748.22,18748.22,8.79,OPPO,4,128,3.3,Hydrabad
36967.63,36967.63,0.63,OnePlus,4,128,4.3,Bangalore
47516.59,95033.18,13.18,Motorola,8,64,4.9,Chennai
21236.84,21236.84,17.76,OnePlus,12,128,4.7,Pune
18218.3,18218.3,1.32,OnePlus,4,128,4.7,Chennai
60404.37,120808.74,15.26,Xiaomi,4,64,3.3,Delhi
38615.7,77231.4,18.82,Apple,4,64,3.0,Pune
26319.73,26319.73,14.9,Xiaomi,8,128,4.1,Bangalore
22871.7,22871.7,13.23,OnePlus,12,64,4.1,Ahmedbad
38890.66,77781.32,20.97,Samsung,4,512,4.7,Jaipur
11236.01,11236.01,7.72,OPPO,4,64,3.5,Suratt
19074.92,19074.92,29.82,Apple,6,64,3.3,Ahmedbad
11329.14,11329.14,1.4,realme,12,512,4.0,Hydrabad
23847.25,23847.25,4.37,vivo,4,64,3.1,Kolkatta
21420.06,21420.06,10.03,realme,6,128,3.7,Ahmedbad
57716.59,115433.18,24.65,Apple,6,128,4.2,Jaipur
45688.38,91376.76,1.61,Apple,8,64,3.1,Delhi
34370.86,34370.86,10.82,Apple,6,512,3.8,Kolkatta
32234.3,32234.3,0.41,vivo,12,64,3.5,Hydrabad
40488.26,80976.52,3.05,Samsung,12,256,4.9,Delhi
25969.84,25969.84,14.24,realme,6,512,4.2,Kolkatta
12776.57,12776.57,12.11,OnePlus,12,512,4.1,Mumbai
28647.93,28647.93,7.92,Xiaomi,12,128,3.5,Jaipur
44795.24,89590.48,14.41,vivo,6,512,3.6,Hydrabad
28314.2,56628.4,14.67,realme,8,64,4.2,Kolkatta
21887.02,21887.02,8.03,Xiaomi,12,64,4.2,Kolkatta
61208.3,122416.6,7.35,Xiaomi,4,128,4.2,Bangalore
38039.41,76078.82,25.41,OPPO,12,64,4.4,Bangalore
20527.94,20527.94,23.58,Motorola,12,64,3.8,Chennai
17709.95,17709.95,24.31,realme,6,512,4.5,Chennai
29158.86,29158.86,7.9,OPPO,12,128,3.5,Kolkatta
22665.44,22665.44,9.36,OPPO,12,256,3.9,Delhi
23917.32,23917.32,9.78,Apple,12,512,3.5,Pune
52017.74,104035.48,0.61,vivo,6,512,4.6,Chennai
13643.69,27287.38,25.93,Motorola,8,256,3.5,Bangalore
17082.15,17082.15,15.46,OPPO,6,512,5.0,Bangalore
39804.53,79609.06,16.37,Xiaomi,12,64,3.1,Suratt
24954.08,24954.08,2.77,OnePlus,4,256,4.4,Delhi
41329.87,82659.74,23.07,Motorola,12,64,3.3,Delhi
42101.38,84202.76,11.6,Motorola,4,256,4.1,Hydrabad
26771.24,53542.48,19.32,realme,8,64,4.7,Suratt
30039.05,60078.1,8.07,Samsung,4,128,4.2,Pune
7266.95,7266.95,4.13,realme,8,64,4.4,Mumbai
41255.46,82510.92,14.5,OnePlus,6,128,4.8,Mumbai
59759.86,119519.72,10.59,OPPO,6,64,3.1,Kolkatta
51297.39,102594.78,2.89,Motorola,6,256,3.3,Hydrabad
41058.08,82116.16,29.63,Xiaomi,4,128,4.7,Delhi
24796.31,24796.31,25.15,OPPO,12,64,4.8,Delhi
10689.68,10689.68,0.32,Xiaomi,4,128,3.1,Kolkatta
18844.12,18844.12,6.74,OPPO,6,512,4.0,Mumbai
35640.07,71280.14,19.37,Apple,4,512,4.9,Bangalore
37137.11,74274.22,26.11,vivo,4,512,3.6,Kolkatta
9681.8,9681.8,9.71,Samsung,6,256,3.1,Suratt
54004.64,108009.28,13.05,OPPO,4,64,4.6,Kolkatta
13449.49,13449.49,22.93,realme,12,64,3.2,Jaipur
17676.02,17676.02,26.31,Apple,8,512,4.8,Pune
15205.05,15205.05,18.01,vivo,4,512,4.7,Bangalore
32002.64,64005.28,25.21,Xiaomi,4,256,5.0,Hydrabad
28334.38,28334.38,14.47,OPPO,12,64,3.9,Delhi
23549.03,23549.03,10.01,vivo,6,512,3.1,Chennai
23234.74,23234.74,18.36,realme,8,128,4.1,Ahmedbad
29746.72,29746.72,20.04,OnePlus,4,128,3.5,Kolkatta
22527.96,22527.96,27.16,Xiaomi,8,128,4.0,Kolkatta
20809.63,20809.63,16.36,OnePlus,8,64,3.1,Ahmedbad
13966.21,13966.21,16.49,realme,4,256,3.9,Kolkatta
22812.13,22812.13,9.78,OPPO,6,64,4.2,Bangalore
23069.65,23069.65,3.28,Apple,12,128,5.0,Ahmedbad
16992.4,16992.4,19.18,OPPO,12,256,3.3,Jaipur
20076.07,20076.07,15.59,Apple,4,64,3.8,Pune
14334.7,14334.7,26.5,Samsung,6,512,3.3,Bangalore
71254.55,142509.1,5.08,Xiaomi,8,256,3.6,Suratt
7256.3,7256.3,4.96,vivo,8,64,3.3,Ahmedbad
21778.86,21778.86,22.26,OPPO,4,512,4.6,Delhi
23824.82,23824.82,7.17,OnePlus,4,256,4.4,Delhi
15446.82,15446.82,15.16,OnePlus,4,64,4.0,Ahmedbad
19925.44,19925.44,29.39,realme,8,64,4.2,Mumbai
15203.84,15203.84,3.7,OPPO,12,64,4.9,Hydrabad
29688.9,29688.9,17.54,OnePlus,6,128,4.3,Ahmedbad
19703.42,19703.42,13.91,Samsung,12,64,3.3,Mumbai
32549.51,32549.51,17.24,Motorola,4,256,4.6,Bangalore
23365.29,23365.29,13.94,Samsung,12,512,3.1,Delhi
33071.74,66143.48,23.98,Motorola,8,128,4.7,Jaipur
12945.91,25891.82,15.22,vivo,8,64,3.0,Chennai
50774.1,101548.2,26.68,Motorola,6,64,4.0,Delhi
27598.26,27598.26,27.94,Apple,6,128,4.3,Mumbai
35634.78,35634.78,5.06,Xiaomi,8,256,3.8,Ahmedbad
26865.27,26865.27,0.58,realme,12,128,4.8,Ahmedbad
54865.19,109730.38,3.61,realme,8,128,4.0,Hydrabad
22112.73,22112.73,13.28,OPPO,12,64,4.7,Jaipur
33369.91,66739.82,6.84,OPPO,6,128,3.4,Pune
8505.48,8505.48,20.68,Samsung,6,256,4.1,Pune
32191.32,64382.64,3.37,Motorola,6,256,3.3,Chennai
24944.9,24944.9,1.13,OPPO,12,256,3.3,Delhi
25143.23,25143.23,10.1,OnePlus,12,128,4.3,Bangalore
18045.46,18045.46,27.47,OnePlus,8,64,4.7,Jaipur
52265.74,104531.48,2.96,Apple,8,128,4.3,Hydrabad
12812.08,12812.08,1.68,OPPO,4,64,4.7,Chennai
13348.92,13348.92,19.86,Motorola,6,256,4.6,Mumbai
11827.55,11827.55,20.78,Samsung,8,64,3.4,Chennai
17284.7,17284.7,15.91,OPPO,4,128,3.5,Mumbai
23490.22,23490.22,29.71,OPPO,6,64,5.0,Bangalore
21965.04,21965.04,14.94,OnePlus,12,128,5.0,Bangalore
25622.5,25622.5,7.5,OnePlus,12,128,4.4,Bangalore
53639.18,107278.36,15.59,OnePlus,12,512,3.7,Delhi
23863.79,23863.79,5.43,realme,6,512,3.5,Suratt
15653.13,15653.13,16.28,realme,6,128,3.3,Ahmedbad
22318.17,22318.17,15.33,OnePlus,12,64,4.5,Ahmedbad
14275.77,14275.77,10.62,OPPO,8,256,4.4,Ahmedbad
15906.2,15906.2,4.89,realme,4,256,3.5,Bangalore
62019.77,124039.54,1.39,vivo,8,128,3.1,Ahmedbad
29756.4,29756.4,26.32,vivo,4,64,5.0,Hydrabad
12570.18,12570.18,26.76,Samsung,8,64,4.0,Bangalore
18624.47,18624.47,3.38,realme,4,128,3.9,Kolkatta
13805.66,13805.66,17.45,realme,4,256,3.6,Mumbai
27073.85,27073.85,4.38,OnePlus,6,512,4.1,Ahmedbad
32280.57,32280.57,25.48,OnePlus,12,512,4.7,Bangalore
22500.46,22500.46,19.22,OnePlus,6,128,3.1,Bangalore
26692.82,53385.64,8.73,Samsung,4,512,3.3,Jaipur
21769.5,21769.5,8.47,Samsung,12,64,5.0,Ahmedbad
12012.49,12012.49,29.33,Xiaomi,6,128,4.9,Pune
41657.91,83315.82,21.32,OnePlus,8,256,4.6,Ahmedbad
27747.33,27747.33,6.24,vivo,4,512,3.6,Suratt
19835.15,19835.15,24.75,OnePlus,12,64,3.8,Bangalore
21524.02,21524.02,12.24,OPPO,4,128,4.7,Mumbai
17935.51,17935.51,24.59,Samsung,12,64,3.6,Suratt
16589.41,16589.41,1.23,vivo,6,64,3.3,Mumbai
19534.77,19534.77,28.7,OnePlus,4,128,4.6,Suratt
14487.2,14487.2,20.0,OnePlus,4,512,3.3,Mumbai
18101.88,18101.88,11.81,Samsung,8,512,3.3,Ahmedbad
22886.42,22886.42,14.8,Motorola,12,64,4.0,Jaipur
26836.15,53672.3,23.11,realme,12,64,4.2,Bangalore
71699.82,143399.64,1.43,realme,4,256,3.5,Bangalore
23473.74,23473.74,18.01,realme,12,256,4.0,Bangalore
16297.95,16297.95,14.14,Samsung,8,64,3.4,Bangalore
51334.96,102669.92,26.53,Apple,4,128,4.2,Pune
14240.07,14240.07,14.51,Motorola,6,256,4.1,Ahmedbad
31736.24,31736.24,7.03,Motorola,12,64,3.3,Ahmedbad
20652.79,20652.79,18.32,Samsung,6,64,4.2,Pune
24312.96,24312.96,21.71,OPPO,4,64,4.3,Mumbai
17559.72,35119.44,29.0,OPPO,4,512,3.6,Bangalore
14198.43,14198.43,4.9,Samsung,8,64,3.1,Ahmedbad
22876.4,22876.4,29.52,Samsung,12,256,3.8,Suratt
8173.88,8173.88,11.25,Motorola,8,256,3.4,Ahmedbad
34251.19,68502.38,26.24,Apple,8,64,3.6,Bangalore
23162.35,23162.35,5.56,OPPO,4,128,4.0,Kolkatta
21813.29,21813.29,22.7,realme,8,64,3.8,Mumbai
18330.83,18330.83,8.3,vivo,6,256,3.3,Suratt
32252.32,64504.64,13.75,realme,6,128,4.4,Delhi
18337.46,18337.46,22.9,Samsung,12,64,3.5,Delhi
22861.04,22861.04,18.26,OnePlus,12,128,3.6,Jaipur
71300.85,142601.7,7.5,Apple,6,512,4.3,Hydrabad
42676.5,85353.0,15.21,Apple,4,256,3.6,Jaipur
8076.25,8076.25,12.31,Motorola,8,256,4.4,Pune
24732.54,24732.54,19.18,OnePlus,4,64,4.1,Mumbai
58447.72,116895.44,24.94,realme,4,128,3.6,Hydrabad
37005.74,37005.74,13.24,Motorola,4,128,3.4,Jaipur
22179.43,22179.43,6.86,Motorola,4,256,4.7,Hydrabad
59631.18,119262.36,13.89,Motorola,6,64,4.8,Chennai
17338.31,17338.31,15.53,Samsung,8,512,3.7,Ahmedbad
29799.28,29799.28,20.31,Apple,4,128,3.7,Pune
15729.45,15729.45,6.35,vivo,6,64,4.8,Pune
41290.11,41290.11,6.02,Motorola,6,128,3.7,Jaipur
36305.97,72611.94,13.66,OPPO,12,256,3.8,Chennai
43298.11,86596.22,16.4,OPPO,6,256,4.8,Ahmedbad
29879.54,29879.54,3.39,Xiaomi,8,128,3.5,Pune
30928.39,30928.39,11.11,Apple,8,128,3.6,Kolkatta
16042.17,16042.17,24.72,Motorola,12,256,3.3,Bangalore
17573.31,17573.31,6.01,realme,6,128,4.8,Ahmedbad
22063.12,44126.24,21.0,OPPO,8,256,3.5,Mumbai
28184.95,28184.95,15.08,vivo,8,64,3.4,Delhi
13211.42,13211.42,2.8,OPPO,12,128,3.5,Kolkatta
27472.97,27472.97,1.77,OnePlus,12,128,4.1,Mumbai
13647.42,13647.42,7.85,Xiaomi,6,512,3.8,Pune
23854.59,23854.59,11.42,Apple,8,128,4.2,Mumbai
15702.84,15702.84,4.42,realme,6,256,5.0,Suratt
29126.98,29126.98,4.82,OnePlus,4,64,4.0,Delhi
49899.14,99798.28,0.86,Apple,12,256,4.0,Bangalore
10601.47,10601.47,24.08,OPPO,8,256,4.9,Ahmedbad
14367.79,14367.79,2.94,Motorola,12,64,3.4,Jaipur
48142.14,96284.28,2.17,Samsung,4,512,4.8,Mumbai
12938.48,12938.48,0.71,OPPO,4,64,3.6,Ahmedbad
15864.68,15864.68,11.42,OPPO,6,128,4.8,Jaipur
32060.77,32060.77,8.23,Apple,4,128,4.1,Hydrabad
40216.6,80433.2,16.17,Apple,8,512,4.2,Kolkatta
16129.93,16129.93,19.31,vivo,6,256,4.7,Pune
16549.25,16549.25,2.64,OPPO,4,512,3.9,Suratt
26412.95,26412.95,20.27,OPPO,12,64,4.6,Hydrabad
12616.6,12616.6,14.77,Motorola,12,64,3.2,Suratt
19651.59,19651.59,4.26,Samsung,8,512,4.3,Chennai
32523.21,32523.21,13.35,Xiaomi,8,256,4.2,Mumbai
20366.93,20366.93,16.57,Apple,4,64,4.7,Chennai
20921.79,20921.79,22.94,Samsung,12,512,4.6,Pune
19907.25,19907.25,28.53,OnePlus,6,128,3.1,Chennai
28325.27,28325.27,8.79,OPPO,4,64,4.6,Kolkatta
18767.95,18767.95,23.12,Apple,4,64,4.7,Kolkatta
15780.05,15780.05,25.95,Motorola,12,256,3.8,Chennai
15560.64,15560.64,22.99,OPPO,6,512,3.9,Pune
19386.01,19386.01,23.33,Samsung,6,64,5.0,Pune
35339.65,70679.3,25.56,OnePlus,4,256,3.1,Bangalore
32903.18,65806.36,19.85,Samsung,8,512,4.7,Ahmedbad
25770.53,25770.53,9.45,realme,8,128,3.8,Bangalore
26375.87,26375.87,18.51,vivo,12,64,3.9,Kolkatta
11191.03,11191.03,19.46,vivo,4,64,3.5,Kolkatta
25108.0,25108.0,0.7,Samsung,6,64,4.4,Jaipur
18965.35,18965.35,6.14,OPPO,6,512,4.2,Chennai
20863.32,20863.32,12.28,Apple,4,64,3.9,Kolkatta
13323.19,26646.38,27.67,Motorola,8,256,3.8,Kolkatta
39229.26,78458.52,26.98,Motorola,12,64,3.3,Bangalore
11592.91,11592.91,21.04,OnePlus,12,512,4.2,Pune
22105.61,22105.61,0.64,realme,12,64,3.1,Chennai
69476.54,138953.08,15.89,realme,12,128,3.5,Suratt
20434.53,20434.53,21.09,OPPO,6,256,4.1,Delhi
10848.53,10848.53,26.11,OnePlus,12,512,3.7,Bangalore
25419.6,25419.6,5.93,Apple,12,128,4.2,Delhi
30330.27,30330.27,18.89,Apple,4,128,3.5,Bangalore
25643.99,25643.99,9.43,OnePlus,6,512,3.7,Mumbai
44467.39,88934.78,18.12,Samsung,6,512,3.3,Ahmedbad
24613.34,24613.34,6.81,Motorola,6,256,3.3,Ahmedbad
20886.34,20886.34,14.84,OPPO,4,128,3.6,Hydrabad
23909.5,23909.5,26.13,vivo,12,64,3.3,Bangalore
17518.44,17518.44,14.18,realme,8,128,4.2,Bangalore
30691.65,30691.65,17.5,OnePlus,4,128,3.2,Ahmedbad
10109.51,10109.51,5.73,Xiaomi,4,128,4.4,Hydrabad
15466.85,15466.85,15.05,OnePlus,4,64,5.0,Hydrabad
23869.89,23869.89,24.85,Xiaomi,4,512,4.8,Suratt
20077.17,20077.17,22.47,OPPO,6,256,5.0,Jaipur
29517.29,59034.58,28.85,Motorola,6,128,3.8,Delhi
45709.92,91419.84,0.14,Samsung,12,64,3.8,Jaipur
30759.99,30759.99,21.79,Motorola,4,256,4.3,Pune
16382.78,16382.78,9.96,Xiaomi,6,64,3.5,Pune
