stock_id,shop_id,model_id,available_units,last_updated
STK8776,SHOP3096,MOD2011,3.0,2020-09-10
STK8777,SHOP3062,MOD2188,21.0,2023-07-25
STK8778,SHOP3011,MOD2131,39.0,2021-07-14
STK8779,SHOP3029,MOD2177,,2019-06-07
STK8780,SHOP3007,MOD2107,13.0,2020-03-07
STK8781,SHOP3056,MOD2145,10.0,2024-05-02
STK8782,SHOP3044,MOD2129,21.0,2019-12-27
STK8783,SHOP3056,MOD2018,24.0,2020-01-10
STK8784,SHOP3007,MOD2169,5.0,2025-05-11
STK8785,SHOP3035,MOD2001,20.0,2022-11-02
STK8786,SHOP3012,MOD2050,29.0,2023-07-23
STK8787,SHOP3007,MOD2162,,2023-12-01
STK8788,SHOP3007,MOD2114,8.0,2021-11-19
STK8789,SHOP3008,MOD2070,13.0,2020-10-01
STK8790,SHOP3094,MOD2069,21.0,2021-03-27
STK8791,SHOP3002,MOD2148,14.0,2020-02-29
STK8792,SHOP3030,MOD2037,17.0,2025-01-24
STK8793,SHOP3085,MOD2195,25.0,2022-03-21
STK8794,SHOP3086,MOD2151,,2020-07-10
STK8795,SHOP3034,MOD2131,18.0,2019-04-18
STK8796,SHOP3044,MOD2000,7.0,2025-03-18
STK8797,SHOP3068,MOD2167,27.0,2024-12-13
STK8798,SHOP3018,MOD2075,7.0,2024-02-12
STK8799,SHOP3031,MOD2190,13.0,2025-06-25
STK8800,SHOP3063,MOD2177,19.0,2022-05-29
STK8801,SHOP3077,MOD2014,33.0,2021-05-11
STK8802,SHOP3011,MOD2121,14.0,2020-01-17
STK8803,SHOP3077,MOD2090,30.0,2021-10-01
STK8804,SHOP3045,MOD2091,19.0,2024-10-12
STK8805,SHOP3064,MOD2014,18.0,2020-10-21
STK8806,SHOP3043,MOD2175,26.0,2022-12-12
STK8807,SHOP3046,MOD2108,37.0,2022-09-30
STK8808,SHOP3074,MOD2090,20.0,2023-01-04
STK8809,SHOP3092,MOD2067,7.0,2021-06-19
STK8810,SHOP3003,MOD2023,22.0,2020-04-13
STK8811,SHOP3006,MOD2047,0.0,2022-06-22
STK8812,SHOP3044,MOD2092,16.0,2021-10-18
STK8813,SHOP3037,MOD2071,21.0,2024-09-28
STK8814,SHOP3011,MOD2056,28.0,2023-02-04
STK8815,SHOP3027,MOD2156,12.0,2020-04-20
STK8816,SHOP3096,MOD2150,39.0,2021-03-15
STK8817,SHOP3092,MOD2168,,2020-04-04
STK8818,SHOP3030,MOD2086,12.0,2020-09-06
STK8819,SHOP3014,MOD2130,6.0,2021-11-28
STK8820,SHOP3009,MOD2047,14.0,2020-10-03
STK8821,SHOP3074,MOD2168,14.0,2024-02-04
STK8822,SHOP3043,MOD2059,15.0,2021-02-26
STK8823,SHOP3024,MOD2021,42.0,2022-11-16
STK8824,SHOP3061,MOD2068,16.0,2019-11-27
STK8825,SHOP3068,MOD2054,32.0,2023-07-29
STK8826,SHOP3025,MOD2061,23.0,2024-12-16
STK8827,SHOP3030,MOD2062,15.0,2019-09-05
STK8828,SHOP3083,MOD2179,16.0,2025-06-06
STK8829,SHOP3077,MOD2012,8.0,2021-06-05
STK8830,SHOP3060,MOD2143,29.0,2022-05-13
STK8831,SHOP3098,MOD2078,15.0,2021-01-18
STK8832,SHOP3061,MOD2079,18.0,2021-03-14
STK8833,SHOP3053,MOD2174,5.0,2023-07-18
STK8834,SHOP3079,MOD2036,,2020-02-29
STK8835,SHOP3000,MOD2163,33.0,2023-01-27
STK8836,SHOP3026,MOD2147,21.0,2023-10-04
STK8837,SHOP3034,MOD2016,33.0,2020-07-20
STK8838,SHOP3042,MOD2110,1.0,2024-12-05
STK8839,SHOP3040,MOD2104,49.0,2020-04-27
STK8840,SHOP3085,MOD2062,,2024-04-24
STK8841,SHOP3073,MOD2087,24.0,2019-12-24
STK8842,SHOP3063,MOD2101,30.0,2021-10-12
STK8843,SHOP3002,MOD2055,15.0,2022-12-30
STK8844,SHOP3072,MOD2196,6.0,2025-08-15
STK8845,SHOP3085,MOD2052,40.0,2022-01-19
STK8846,SHOP3089,MOD2191,22.0,2024-02-22
STK8847,SHOP3046,MOD2112,26.0,2023-07-21
STK8848,SHOP3006,MOD2141,30.0,2023-06-10
STK8849,SHOP3088,MOD2094,13.0,2021-08-28
STK8850,SHOP3094,MOD2133,38.0,2019-06-21
STK8851,SHOP3083,MOD2195,28.0,2024-01-19
STK8852,SHOP3081,MOD2082,8.0,2022-01-17
STK8853,SHOP3031,MOD2184,6.0,2023-07-02
STK8854,SHOP3059,MOD2062,26.0,2022-12-12
STK8855,SHOP3049,MOD2021,32.0,2021-02-06
STK8856,SHOP3026,MOD2168,12.0,2025-06-16
STK8857,SHOP3058,MOD2087,3.0,2021-08-14
STK8858,SHOP3000,MOD2183,15.0,2019-02-04
STK8859,SHOP3024,MOD2052,17.0,2020-04-21
STK8860,SHOP3054,MOD2021,30.0,2022-11-15
STK8861,SHOP3054,MOD2156,14.0,2021-02-23
STK8862,SHOP3098,MOD2064,18.0,2020-03-28
STK8863,SHOP3013,MOD2149,29.0,2024-05-21
STK8864,SHOP3031,MOD2196,26.0,2024-03-30
STK8865,SHOP3051,MOD2185,5.0,2021-07-29
STK8866,SHOP3094,MOD2161,14.0,2023-02-15
STK8867,SHOP3068,MOD2007,,2023-12-19
STK8868,SHOP3089,MOD2168,24.0,2024-07-24
STK8869,SHOP3077,MOD2026,18.0,2025-03-09
STK8870,SHOP3095,MOD2138,15.0,2021-09-26
STK8871,SHOP3080,MOD2187,0.0,2022-09-20
STK8872,SHOP3097,MOD2142,7.0,2021-09-05
STK8873,SHOP3052,MOD2134,29.0,2025-05-20
STK8874,SHOP3063,MOD2039,36.0,2019-04-04
STK8875,SHOP3062,MOD2153,22.0,2019-10-31
STK8876,SHOP3005,MOD2022,24.0,2023-05-18
STK8877,SHOP3025,MOD2044,13.0,2022-01-21
STK8878,SHOP3029,MOD2150,31.0,2019-03-27
STK8879,SHOP3029,MOD2040,21.0,2020-10-12
STK8880,SHOP3077,MOD2084,26.0,2022-06-17
STK8881,SHOP3074,MOD2197,24.0,2022-02-02
STK8882,SHOP3025,MOD2061,27.0,2019-03-27
STK8883,SHOP3004,MOD2134,31.0,2022-11-08
STK8884,SHOP3092,MOD2065,25.0,2020-08-14
STK8885,SHOP3050,MOD2195,28.0,2019-06-21
STK8886,SHOP3014,MOD2090,24.0,2019-04-23
STK8887,SHOP3022,MOD2022,23.0,2019-04-12
STK8888,SHOP3079,MOD2117,20.0,2025-05-25
STK8889,SHOP3085,MOD2000,11.0,2020-07-17
STK8890,SHOP3093,MOD2181,36.0,2025-01-22
STK8891,SHOP3075,MOD2088,16.0,2019-11-26
STK8892,SHOP3072,MOD2158,19.0,2024-10-17
STK8893,SHOP3049,MOD2138,26.0,2021-08-02
STK8894,SHOP3053,MOD2113,1.0,2019-04-30
STK8895,SHOP3046,MOD2182,15.0,2024-05-25
STK8896,SHOP3015,MOD2024,5.0,2020-08-04
STK8897,SHOP3025,MOD2130,3.0,2022-09-22
STK8898,SHOP3001,MOD2074,31.0,2022-04-02
STK8899,SHOP3050,MOD2143,16.0,2025-02-20
STK8900,SHOP3045,MOD2154,33.0,2021-04-17
STK8901,SHOP3037,MOD2115,16.0,2024-09-29
STK8902,SHOP3052,MOD2016,22.0,2020-11-22
STK8903,SHOP3065,MOD2163,14.0,2022-01-05
STK8904,SHOP3059,MOD2126,8.0,2021-01-05
STK8905,SHOP3040,MOD2017,23.0,2025-05-23
STK8906,SHOP3035,MOD2039,20.0,2025-05-29
STK8907,SHOP3063,MOD2066,22.0,2023-02-05
STK8908,SHOP3062,MOD2071,27.0,2024-05-30
STK8909,SHOP3046,MOD2158,2.0,2020-12-09
STK8910,SHOP3082,MOD2122,18.0,2024-02-07
STK8911,SHOP3036,MOD2003,,2020-11-17
STK8912,SHOP3046,MOD2114,20.0,2020-05-11
STK8913,SHOP3076,MOD2075,27.0,2020-09-22
STK8914,SHOP3085,MOD2024,9.0,2019-06-01
STK8915,SHOP3012,MOD2110,13.0,2019-06-23
STK8916,SHOP3094,MOD2045,9.0,2022-09-15
STK8917,SHOP3096,MOD2187,11.0,2025-03-27
STK8918,SHOP3083,MOD2054,34.0,2023-12-01
STK8919,SHOP3075,MOD2036,36.0,2021-03-12
STK8920,SHOP3024,MOD2168,5.0,2025-02-24
STK8921,SHOP3092,MOD2170,26.0,2019-07-26
STK8922,SHOP3021,MOD2022,18.0,2023-05-09
STK8923,SHOP3067,MOD2194,38.0,2024-02-01
STK8924,SHOP3055,MOD2003,17.0,2023-07-07
STK8925,SHOP3011,MOD2016,11.0,2022-08-31
STK8926,SHOP3092,MOD2007,12.0,2019-01-15
STK8927,SHOP3050,MOD2116,48.0,2022-06-30
STK8928,SHOP3086,MOD2055,19.0,2025-05-08
STK8929,SHOP3066,MOD2136,14.0,2025-02-19
STK8930,SHOP3001,MOD2146,1.0,2021-03-27
STK8931,SHOP3022,MOD2153,,2021-02-21
STK8932,SHOP3042,MOD2128,,2023-08-15
STK8933,SHOP3045,MOD2037,24.0,2024-09-16
STK8934,SHOP3018,MOD2047,17.0,2022-06-25
STK8935,SHOP3095,MOD2192,22.0,2020-01-06
STK8936,SHOP3046,MOD2106,27.0,2021-10-08
STK8937,SHOP3089,MOD2004,15.0,2019-07-21
STK8938,SHOP3085,MOD2027,21.0,2025-06-15
STK8939,SHOP3008,MOD2165,15.0,2020-10-26
STK8940,SHOP3015,MOD2014,26.0,2023-01-20
STK8941,SHOP3024,MOD2158,19.0,2020-06-30
STK8942,SHOP3084,MOD2186,21.0,2024-05-07
STK8943,SHOP3045,MOD2101,39.0,2023-11-12
STK8944,SHOP3001,MOD2110,17.0,2019-03-10
STK8945,SHOP3066,MOD2148,3.0,2024-02-23
STK8946,SHOP3093,MOD2109,14.0,2023-03-05
STK8947,SHOP3044,MOD2072,30.0,2023-10-05
STK8948,SHOP3069,MOD2108,6.0,2025-07-28
STK8949,SHOP3018,MOD2123,19.0,2025-04-17
STK8950,SHOP3047,MOD2122,18.0,2020-05-02
STK8951,SHOP3054,MOD2131,17.0,2020-01-11
STK8952,SHOP3014,MOD2029,20.0,2023-01-08
STK8953,SHOP3045,MOD2099,27.0,2019-02-06
STK8954,SHOP3008,MOD2099,14.0,2021-06-20
STK8955,SHOP3035,MOD2004,3.0,2021-07-03
STK8956,SHOP3094,MOD2111,37.0,2021-08-30
STK8957,SHOP3021,MOD2147,18.0,2025-08-02
STK8958,SHOP3065,MOD2039,12.0,2019-02-10
STK8959,SHOP3073,MOD2040,24.0,2024-07-17
STK8960,SHOP3070,MOD2123,20.0,2025-07-28
STK8961,SHOP3048,MOD2123,8.0,2025-03-09
STK8962,SHOP3003,MOD2116,19.0,2023-06-07
STK8963,SHOP3076,MOD2045,22.0,2022-02-07
STK8964,SHOP3043,MOD2094,19.0,2020-03-02
STK8965,SHOP3020,MOD2086,11.0,2025-06-04
STK8966,SHOP3001,MOD2044,31.0,2021-06-20
STK8967,SHOP3037,MOD2148,10.0,2021-12-19
STK8968,SHOP3001,MOD2116,16.0,2023-01-13
STK8969,SHOP3020,MOD2038,19.0,2020-11-01
STK8970,SHOP3060,MOD2035,17.0,2024-04-21
STK8971,SHOP3053,MOD2188,19.0,2019-03-05
STK8972,SHOP3002,MOD2024,6.0,2019-09-26
STK8973,SHOP3090,MOD2162,24.0,2022-09-16
STK8974,SHOP3080,MOD2007,28.0,2022-11-24
STK8975,SHOP3038,MOD2104,10.0,2024-09-21
STK8976,SHOP3090,MOD2059,17.0,2021-08-02
STK8977,SHOP3053,MOD2163,21.0,2020-08-23
STK8978,SHOP3020,MOD2012,0.0,2019-01-22
STK8979,SHOP3044,MOD2153,8.0,2024-03-27
STK8980,SHOP3099,MOD2004,26.0,2019-07-06
STK8981,SHOP3016,MOD2059,6.0,2023-01-23
STK8982,SHOP3023,MOD2189,0.0,2025-01-19
STK8983,SHOP3031,MOD2093,21.0,2020-05-23
STK8984,SHOP3044,MOD2077,19.0,2022-08-25
STK8985,SHOP3009,MOD2000,27.0,2020-06-27
STK8986,SHOP3054,MOD2084,30.0,2023-02-24
STK8987,SHOP3012,MOD2041,25.0,2021-05-21
STK8988,SHOP3029,MOD2009,8.0,2024-08-10
STK8989,SHOP3067,MOD2087,30.0,2022-11-20
STK8990,SHOP3011,MOD2009,14.0,2023-04-15
STK8991,SHOP3034,MOD2091,21.0,2020-09-13
STK8992,SHOP3052,MOD2045,30.0,2020-01-12
STK8993,SHOP3094,MOD2080,12.0,2023-10-31
STK8994,SHOP3057,MOD2071,47.0,2022-01-28
STK8995,SHOP3006,MOD2034,30.0,2019-04-20
STK8996,SHOP3008,MOD2139,16.0,2019-10-02
STK8997,SHOP3071,MOD2001,11.0,2023-08-02
STK8998,SHOP3001,MOD2111,14.0,2023-08-01
STK8999,SHOP3084,MOD2012,15.0,2020-04-18
STK9000,SHOP3090,MOD2056,22.0,2024-06-09
STK9001,SHOP3045,MOD2063,12.0,2023-10-21
STK9002,SHOP3009,MOD2075,15.0,2024-07-29
STK9003,SHOP3023,MOD2042,22.0,2020-08-13
STK9004,SHOP3063,MOD2062,20.0,2025-03-04
STK9005,SHOP3068,MOD2020,10.0,2020-05-01
STK9006,SHOP3087,MOD2159,14.0,2020-01-19
STK9007,SHOP3009,MOD2129,16.0,2020-05-13
STK9008,SHOP3085,MOD2052,30.0,2024-04-02
STK9009,SHOP3055,MOD2135,21.0,2020-03-04
STK9010,SHOP3061,MOD2078,23.0,2019-05-24
STK9011,SHOP3089,MOD2046,30.0,2025-01-20
STK9012,SHOP3090,MOD2155,6.0,2023-08-28
STK9013,SHOP3018,MOD2029,12.0,2022-06-03
STK9014,SHOP3035,MOD2032,,2020-10-14
STK9015,SHOP3025,MOD2082,22.0,2024-12-23
STK9016,SHOP3087,MOD2126,27.0,2023-10-28
STK9017,SHOP3064,MOD2169,26.0,2021-05-17
STK9018,SHOP3060,MOD2127,15.0,2022-11-05
STK9019,SHOP3053,MOD2150,19.0,2019-03-08
STK9020,SHOP3074,MOD2157,24.0,2020-11-03
STK9021,SHOP3097,MOD2050,17.0,2022-09-23
STK9022,SHOP3045,MOD2090,,2021-02-14
STK9023,SHOP3005,MOD2168,22.0,2024-06-24
STK9024,SHOP3072,MOD2151,35.0,2023-03-24
STK9025,SHOP3074,MOD2077,21.0,2020-11-19
STK9026,SHOP3010,MOD2165,44.0,2023-03-02
STK9027,SHOP3045,MOD2053,37.0,2021-10-08
STK9028,SHOP3073,MOD2179,23.0,2025-03-26
STK9029,SHOP3007,MOD2196,29.0,2019-08-21
STK9030,SHOP3053,MOD2005,20.0,2024-04-15
STK9031,SHOP3028,MOD2154,,2019-07-13
STK9032,SHOP3030,MOD2002,29.0,2020-03-02
STK9033,SHOP3074,MOD2084,18.0,2020-05-04
STK9034,SHOP3061,MOD2043,16.0,2024-03-11
STK9035,SHOP3076,MOD2151,29.0,2023-03-12
STK9036,SHOP3000,MOD2006,29.0,2020-01-18
STK9037,SHOP3015,MOD2173,29.0,2019-08-19
STK9038,SHOP3077,MOD2089,,2025-02-12
STK9039,SHOP3070,MOD2157,14.0,2019-10-27
STK9040,SHOP3096,MOD2012,33.0,2022-10-12
STK9041,SHOP3093,MOD2157,4.0,2021-06-08
STK9042,SHOP3010,MOD2021,15.0,2020-08-06
STK9043,SHOP3090,MOD2060,21.0,2025-03-02
STK9044,SHOP3005,MOD2118,6.0,2020-10-06
STK9045,SHOP3030,MOD2072,24.0,2022-05-13
STK9046,SHOP3040,MOD2015,0.0,2022-01-09
STK9047,SHOP3047,MOD2060,11.0,2020-05-28
STK9048,SHOP3095,MOD2199,33.0,2019-01-12
STK9049,SHOP3014,MOD2141,23.0,2021-02-06
STK9050,SHOP3006,MOD2167,4.0,2020-07-24
STK9051,SHOP3006,MOD2008,21.0,2019-08-03
STK9052,SHOP3043,MOD2107,13.0,2025-02-16
STK9053,SHOP3094,MOD2045,5.0,2022-09-05
STK9054,SHOP3031,MOD2005,26.0,2021-09-23
STK9055,SHOP3010,MOD2019,19.0,2019-03-24
STK9056,SHOP3028,MOD2180,6.0,2022-12-23
STK9057,SHOP3041,MOD2024,7.0,2022-09-14
STK9058,SHOP3098,MOD2142,23.0,2019-01-06
STK9059,SHOP3085,MOD2103,34.0,2024-08-06
STK9060,SHOP3037,MOD2039,7.0,2019-09-11
STK9061,SHOP3060,MOD2042,21.0,2019-06-04
STK9062,SHOP3084,MOD2159,25.0,2024-04-08
STK9063,SHOP3017,MOD2162,27.0,2022-03-24
STK9064,SHOP3064,MOD2195,15.0,2023-04-27
STK9065,SHOP3012,MOD2109,2.0,2025-02-09
STK9066,SHOP3006,MOD2023,18.0,2022-12-02
STK9067,SHOP3088,MOD2035,,2019-03-21
STK9068,SHOP3084,MOD2083,20.0,2023-06-17
STK9069,SHOP3032,MOD2160,29.0,2021-08-01
STK9070,SHOP3003,MOD2102,24.0,2020-01-21
STK9071,SHOP3098,MOD2120,19.0,2025-07-12
STK9072,SHOP3001,MOD2181,14.0,2025-07-02
STK9073,SHOP3017,MOD2100,34.0,2024-03-10
STK9074,SHOP3064,MOD2143,,2024-11-07
STK9075,SHOP3037,MOD2039,14.0,2025-04-13
STK9076,SHOP3046,MOD2100,24.0,2020-05-10
STK9077,SHOP3060,MOD2179,22.0,2020-04-10
STK9078,SHOP3092,MOD2109,14.0,2020-10-08
STK9079,SHOP3093,MOD2091,9.0,2019-09-10
STK9080,SHOP3054,MOD2057,37.0,2019-11-19
STK9081,SHOP3063,MOD2081,7.0,2023-05-14
STK9082,SHOP3029,MOD2118,29.0,2023-06-03
STK9083,SHOP3055,MOD2149,39.0,2024-12-15
STK9084,SHOP3048,MOD2173,22.0,2023-12-06
STK9085,SHOP3049,MOD2144,17.0,2021-10-05
STK9086,SHOP3048,MOD2148,21.0,2019-08-11
STK9087,SHOP3006,MOD2135,29.0,2022-07-23
STK9088,SHOP3007,MOD2124,17.0,2024-02-26
STK9089,SHOP3036,MOD2165,5.0,2024-01-21
STK9090,SHOP3083,MOD2022,13.0,2023-08-29
STK9091,SHOP3024,MOD2150,33.0,2023-07-23
STK9092,SHOP3091,MOD2094,5.0,2025-06-09
STK9093,SHOP3037,MOD2199,39.0,2019-03-07
STK9094,SHOP3076,MOD2144,25.0,2025-01-19
STK9095,SHOP3020,MOD2188,13.0,2023-07-03
STK9096,SHOP3009,MOD2095,13.0,2020-01-27
STK9097,SHOP3084,MOD2005,6.0,2019-07-18
STK9098,SHOP3096,MOD2183,7.0,2025-08-03
STK9099,SHOP3038,MOD2080,19.0,2023-05-24
STK9100,SHOP3095,MOD2199,1.0,2021-12-14
STK9101,SHOP3022,MOD2071,26.0,2024-09-29
STK9102,SHOP3052,MOD2186,15.0,2023-04-28
STK9103,SHOP3076,MOD2113,,2021-06-24
STK9104,SHOP3062,MOD2085,5.0,2021-12-26
STK9105,SHOP3083,MOD2186,13.0,2020-11-01
STK9106,SHOP3066,MOD2105,8.0,2022-09-16
STK9107,SHOP3090,MOD2112,17.0,2024-12-23
STK9108,SHOP3052,MOD2145,19.0,2024-09-15
STK9109,SHOP3023,MOD2133,25.0,2024-09-10
STK9110,SHOP3080,MOD2197,31.0,2022-10-24
STK9111,SHOP3024,MOD2185,16.0,2024-05-20
STK9112,SHOP3091,MOD2082,20.0,2023-03-20
STK9113,SHOP3012,MOD2014,13.0,2019-04-28
STK9114,SHOP3014,MOD2036,20.0,2020-11-22
STK9115,SHOP3073,MOD2142,20.0,2019-01-10
STK9116,SHOP3016,MOD2183,24.0,2025-06-20
STK9117,SHOP3020,MOD2105,13.0,2019-04-24
STK9118,SHOP3001,MOD2153,24.0,2020-04-23
STK9119,SHOP3028,MOD2152,23.0,2024-09-29
STK9120,SHOP3053,MOD2159,3.0,2021-02-07
STK9121,SHOP3004,MOD2093,33.0,2019-09-29
STK9122,SHOP3092,MOD2180,20.0,2019-09-06
STK9123,SHOP3038,MOD2139,6.0,2022-12-18
STK9124,SHOP3044,MOD2192,12.0,2023-09-10
STK9125,SHOP3007,MOD2190,30.0,2019-03-16
STK9126,SHOP3024,MOD2192,21.0,2024-03-13
STK9127,SHOP3094,MOD2178,6.0,2023-08-31
STK9128,SHOP3081,MOD2025,18.0,2025-05-15
STK9129,SHOP3037,MOD2103,11.0,2020-05-25
STK9130,SHOP3002,MOD2101,,2020-11-04
STK9131,SHOP3031,MOD2017,29.0,2020-08-09
STK9132,SHOP3033,MOD2122,9.0,2024-04-05
STK9133,SHOP3045,MOD2000,27.0,2022-07-07
STK9134,SHOP3077,MOD2097,14.0,2025-08-15
STK9135,SHOP3037,MOD2066,16.0,2019-04-21
STK9136,SHOP3064,MOD2071,17.0,2022-02-12
STK9137,SHOP3008,MOD2024,24.0,2020-04-14
STK9138,SHOP3041,MOD2081,10.0,2022-12-23
STK9139,SHOP3046,MOD2066,17.0,2024-04-26
STK9140,SHOP3018,MOD2039,14.0,2019-07-24
STK9141,SHOP3048,MOD2069,16.0,2023-04-12
STK9142,SHOP3068,MOD2015,12.0,2022-04-25
STK9143,SHOP3080,MOD2132,22.0,2023-10-23
STK9144,SHOP3076,MOD2062,8.0,2022-05-25
STK9145,SHOP3009,MOD2181,19.0,2024-12-31
STK9146,SHOP3036,MOD2004,21.0,2023-04-23
STK9147,SHOP3094,MOD2137,24.0,2020-11-13
STK9148,SHOP3087,MOD2186,24.0,2024-07-05
STK9149,SHOP3046,MOD2056,21.0,2020-12-21
STK9150,SHOP3000,MOD2032,5.0,2019-02-24
STK9151,SHOP3013,MOD2107,16.0,2022-09-18
STK9152,SHOP3052,MOD2080,32.0,2020-04-30
STK9153,SHOP3005,MOD2002,40.0,2023-01-31
STK9154,SHOP3076,MOD2178,14.0,2022-01-02
STK9155,SHOP3051,MOD2126,38.0,2022-09-26
STK9156,SHOP3053,MOD2062,35.0,2022-03-27
STK9157,SHOP3046,MOD2094,19.0,2024-03-21
STK9158,SHOP3074,MOD2053,14.0,2022-11-30
STK9159,SHOP3021,MOD2079,8.0,2023-10-10
STK9160,SHOP3049,MOD2004,14.0,2023-05-13
STK9161,SHOP3026,MOD2089,27.0,2020-05-12
STK9162,SHOP3038,MOD2072,5.0,2020-08-23
STK9163,SHOP3095,MOD2066,24.0,2024-07-16
STK9164,SHOP3054,MOD2111,26.0,2022-07-23
STK9165,SHOP3003,MOD2106,29.0,2019-11-25
STK9166,SHOP3082,MOD2145,12.0,2022-03-03
STK9167,SHOP3044,MOD2007,16.0,2025-07-24
STK9168,SHOP3074,MOD2186,2.0,2019-11-27
STK9169,SHOP3081,MOD2197,18.0,2024-11-08
STK9170,SHOP3072,MOD2128,26.0,2021-03-07
STK9171,SHOP3024,MOD2195,27.0,2023-05-02
STK9172,SHOP3047,MOD2138,18.0,2019-02-22
STK9173,SHOP3097,MOD2045,37.0,2021-06-28
STK9174,SHOP3039,MOD2019,29.0,2020-06-17
STK9175,SHOP3065,MOD2161,19.0,2022-02-12
STK9176,SHOP3028,MOD2049,9.0,2024-06-09
STK9177,SHOP3094,MOD2056,16.0,2023-10-23
STK9178,SHOP3061,MOD2134,6.0,2023-05-09
STK9179,SHOP3083,MOD2093,11.0,2023-08-26
STK9180,SHOP3019,MOD2180,6.0,2020-09-07
STK9181,SHOP3022,MOD2015,11.0,2019-10-23
STK9182,SHOP3052,MOD2072,15.0,2023-01-17
STK9183,SHOP3039,MOD2144,8.0,2021-09-20
STK9184,SHOP3049,MOD2074,16.0,2020-01-30
STK9185,SHOP3040,MOD2092,42.0,2024-06-22
STK9186,SHOP3053,MOD2075,19.0,2025-04-07
STK9187,SHOP3034,MOD2042,13.0,2024-04-19
STK9188,SHOP3064,MOD2085,9.0,2023-01-17
STK9189,SHOP3031,MOD2156,31.0,2019-07-28
STK9190,SHOP3094,MOD2128,29.0,2021-12-11
STK9191,SHOP3001,MOD2187,14.0,2022-06-20
STK9192,SHOP3010,MOD2170,24.0,2020-06-24
STK9193,SHOP3007,MOD2022,32.0,2020-10-05
STK9194,SHOP3061,MOD2119,23.0,2020-06-04
STK9195,SHOP3074,MOD2103,6.0,2022-07-06
STK9196,SHOP3031,MOD2041,,2025-02-27
STK9197,SHOP3065,MOD2160,18.0,2023-12-14
STK9198,SHOP3019,MOD2070,27.0,2023-12-29
STK9199,SHOP3009,MOD2129,6.0,2021-01-12
STK9200,SHOP3072,MOD2024,23.0,2019-03-20
STK9201,SHOP3078,MOD2186,13.0,2025-03-16
STK9202,SHOP3079,MOD2031,35.0,2024-05-07
STK9203,SHOP3098,MOD2061,21.0,2023-09-06
STK9204,SHOP3018,MOD2057,35.0,2025-08-07
STK9205,SHOP3063,MOD2050,15.0,2023-06-30
STK9206,SHOP3093,MOD2185,20.0,2019-01-03
STK9207,SHOP3007,MOD2181,28.0,2019-08-30
STK9208,SHOP3008,MOD2173,18.0,2022-03-12
STK9209,SHOP3031,MOD2153,34.0,2020-10-30
STK9210,SHOP3062,MOD2112,8.0,2025-06-21
STK9211,SHOP3049,MOD2016,20.0,2021-01-23
STK9212,SHOP3041,MOD2122,29.0,2022-04-26
STK9213,SHOP3057,MOD2083,,2023-03-07
STK9214,SHOP3073,MOD2078,25.0,2021-10-24
STK9215,SHOP3036,MOD2046,18.0,2024-05-08
STK9216,SHOP3044,MOD2048,32.0,2022-04-19
STK9217,SHOP3010,MOD2131,26.0,2025-07-26
STK9218,SHOP3089,MOD2143,28.0,2021-04-11
STK9219,SHOP3043,MOD2098,13.0,2021-02-27
STK9220,SHOP3014,MOD2153,22.0,2020-09-07
STK9221,SHOP3022,MOD2032,24.0,2020-12-16
STK9222,SHOP3048,MOD2026,19.0,2020-11-03
STK9223,SHOP3074,MOD2085,28.0,2020-05-14
STK9224,SHOP3099,MOD2040,16.0,2024-12-24
STK9225,SHOP3068,MOD2052,16.0,2022-03-31
STK9226,SHOP3094,MOD2129,23.0,2023-12-18
STK9227,SHOP3027,MOD2143,17.0,2020-08-25
STK9228,SHOP3080,MOD2116,8.0,2023-01-23
STK9229,SHOP3015,MOD2155,3.0,2021-02-02
STK9230,SHOP3086,MOD2006,,2025-07-29
STK9231,SHOP3018,MOD2101,25.0,2023-09-19
STK9232,SHOP3013,MOD2174,26.0,2025-01-26
STK9233,SHOP3064,MOD2038,20.0,2024-07-02
STK9234,SHOP3081,MOD2033,17.0,2022-12-19
STK9235,SHOP3086,MOD2034,,2022-06-14
STK9236,SHOP3040,MOD2099,9.0,2024-04-27
STK9237,SHOP3053,MOD2175,13.0,2022-07-08
STK9238,SHOP3060,MOD2127,18.0,2022-07-23
STK9239,SHOP3054,MOD2122,0.0,2020-08-24
STK9240,SHOP3054,MOD2058,24.0,2024-05-31
STK9241,SHOP3042,MOD2101,14.0,2022-12-28
STK9242,SHOP3013,MOD2061,29.0,2019-06-17
STK9243,SHOP3042,MOD2025,13.0,2024-10-02
STK9244,SHOP3041,MOD2195,16.0,2023-12-19
STK9245,SHOP3013,MOD2191,23.0,2024-11-29
STK9246,SHOP3067,MOD2072,31.0,2020-03-11
STK9247,SHOP3072,MOD2027,14.0,2022-10-14
STK9248,SHOP3041,MOD2121,12.0,2021-06-14
STK9249,SHOP3020,MOD2189,13.0,2023-09-29
STK9250,SHOP3028,MOD2175,,2024-07-09
STK9251,SHOP3039,MOD2129,33.0,2019-10-23
STK9252,SHOP3023,MOD2028,10.0,2024-09-19
STK9253,SHOP3027,MOD2030,11.0,2021-01-09
STK9254,SHOP3038,MOD2139,4.0,2025-02-28
STK9255,SHOP3058,MOD2091,12.0,2019-04-15
STK9256,SHOP3060,MOD2024,29.0,2024-04-14
STK9257,SHOP3018,MOD2180,16.0,2020-09-27
STK9258,SHOP3011,MOD2086,28.0,2024-09-01
STK9259,SHOP3059,MOD2111,23.0,2022-09-09
